label,text
1,Not a fan.  The food was dry and bland.\n\nNot sure how someone could make a bland burger.  Just add salt and pepper.\n\nToo pricey for such limited return as well. \n\nToo many other great places in the area to come back here.
1,"In a few words: Great food, terrible service.\nI have been to Ventano three times now.  They have a lovely wine list, and all the food I or anyone in my party has ordered was delicious.  I especially recommend the Spiedini, which is an impossibly amazing \""What if they mated?\"" love child of mozzerella sticks and chicken tenders.  NOMNOMNOM.\nThe problem, and the reason I will not be going back, is the service.  It is simply incompetent.  The first time I went, we were not seated for 20 minutes, and later found out that the hostess completely forgot about us, EVEN THOUGH WE WERE STANDING RIGHT IN FRONT OF HER.  During one visit, we had a waiter who would rather talk to other waiters than pay any attention to us, and during another, we had two waiters who were taking duplicate orders for the first half of our meal, and then could not attract the attention of either during the second half, short of actually waving our arms in the air.\nIn addition to the incompetent staff, this restaurant employs the most annoying technology I have ever seen- they bring a portable credit card machine to your table and make you CHECK YOURSELF OUT.  I have never seen anything so tacky at a supposedly nice restaurant.  You have to swipe your own credit card like you were at Subway, then select your tip from the choices of \""18%,\"" \""20%,\"" or \""other.\""  Needless to say, I chose \""other.\""  I should have chosen ZERO.\nGet it together, Ventano.  Your food is too good to have such terrible waitstaff and a fast-food check-out.  Let me know when you fix it and I'll be back."
0,"Another Yogurtland that failed in training their workers. The story is there is a new yogurtland app. After seeing the sign I Downloaded it to get pt's on my phone. When I came back to get my point... The girl at the cashier changed from when we first came in.\n In the beginning it was all smiles & hellos....Colorful yogurtland rainbows\n***then later when we had an issue... all the attitude came out. When i asked her for a receipt. She lied and said that we didn't ask for it. \n\nWhen it turned out my hubsss had it in his pocket!! niceeee....\n\nThen they brought their Assistant manager later who also lied to us. Saying we can get our return later online. \""OHhhhhh hrmmm did they train me? I think you can click that link\"" Yeah, that's for filling out a survey totally unrelated. \nThe whole staff here gets a bravoooo for all that acting. \n\nIt really ruined the whole experience. With such noobs,  I'm not sure if i ever want to step foot in a Yogurtland again."
2,"I had the chicken sandwich here. I thought it was very good and the price was very fair. I was open to eating just about anything on the menu, but being so close to the university sometimes can be pricy. So I was mainly there snooping.\nThe dining area was very clean and the staff was attentive, not annoyingly so. It was quick too and the price was right $3.50.."
0,"I worked about 20 yards away from Tony's for about a year, so I've experienced a lot of what they have to offer.  I am writing this review because I am utterly shocked that anybody would rate this above 1 or 2 stars.  \n\nThey don't bother to turn on the lights in the back of the store most days.  The canned foods in the grocery area are dusty.  I ate here probably half a dozen times, and each time the sandwich had an odd whang to it that I can't identify.  It wasn't *bad* per se, but I quickly learned to spend another 2 dollars for Subway down the street.\n\nI ended up coming here for sodas and candy because it was so close to where I worked, until I caught on that I had to check the expiration date on all the items.  I am sure that the expired sodas and candy bars weren't dangerous, but I sure got a nasty tasing one from time to time.\n\nAlso, the prices randomly change based on who is ringing you up.  \n\nIt's an OK stop if you're hard up for cash and have a hankering for a sandwich with a weird taste, and don't mind rummaging through foodstuffs to find fresh items.  But certainly never go out of your way to eat here."
1,"2.5/5 - Buffalo Chicken Hoagie: Good flavor, nice texture with the potato fries, big, kinda dry.\n1.0/5 - Bacon Cheeseburger: Cooked well done (ordered rare), bacon bits, shaved iceburg lettuce.  Bread was better.\n2.0/5 - Breadsticks.\n\nThe last several times I've ordered for delivery, it's been around a half hour late.  The food doesn't arrive hot and fresh, either.  And this is ordering at off-peak hours (2pm)."
0,Might be the worst Indian food I have ever eaten.
1,"When Trusty Pal Mikey mentioned that this place had won Best Fish in Chips in the Valley at some point in the recent past, it was time to jump into the car and head on downtown for sustenance. \n\nArriving at the restaurant was kind of anti-climatic as on a Monday night during football there didn't seem to be a lot going on (except for a pretty cool DirecTV trailer showing the game which was a nice touch)\n\nThere were several tables of mostly intoxicated patrons, to be expected of a bar/pub during a sporting event but the guy sitting ON the table next to ours stretched out in Cincinnati Bengals gear should probably have been asked to call it a night.\n\nIt took a while to get a server to clean some unidentified stickiness off of our table, bring menus and take a drink order and about then the table next to ours got LOUDER w/the addition of an off-duty server (confirmed by asking our server) wearing a Rose & Crown shirt and another woman identified as \""the girlfriend of one of the owners.\""\n\nLoud, rowdy, employees enthusiastically dropping F-bombs didn't make for the best dining atmosphere.  Fail there.\n\nThen the starters arrived...The Sausage roll was mostly cold, the puff pastry which should have been light and flakey was gooey and undercooked although the pickle relish condiment was delicious.\n\nThe Scotch egg was served cold (the server confirmed this was as intended) which seemed odd to me as I've always had them hot (the British version), the flavor was good but the texture of cold sausage just didn't work for me (this is a personal preference not a knock on their version).\n\nThe Fish & Chips Main arrived and I must say, the Chips were superb, well cooked and just the right size.  Then things went a bit pear shaped.  The fish, while piping hot was EXTREMELY greasy and devoid of seasoning.  Luckily the homemade tartar sauce was tasty (though the size of the pickles prevented dipping). \n\nI LOVE a good order of Fish and Chips but was sadly underwhelmed by the offering here and was forced to grab something on the way home to satisfy my hunger.\n\n(note:  The table next to us was joined by a patrons Dalmatian and even though we were on the patio, there are just some places that just aren't appropriate for the little furry people.  He was nice enough to lick my leg a few times during dinner though)  \n\nFor future fish & chips fixes I will save the 40mile round trip and get it closer to home, very sad that this wasn't as good as i'd hoped it would be."
1,"To start, the bathrooms are DISGUSTING, with that being said I would never EAT anything here again.  This is a neighborhood bar for me.  I've been in here a handful of times, the crowd is never rowdy or out of control.  The bar area is clean and the restaurant has a very nice mellow atmosphere. I normally only drink Coor Light drafts which are 2.75!!! that's a lot of beer for less than 3 dollars.  I have had the wings in the past, before I saw what a disaster the bathrooms were.  They fry their wings to order and they come out hot and fresh. \n\nThe patrons are a older work crowd, not too may youngsters here.  \nI have enjoyed myself here and will probably be going back again this weekend."
2,"To reiterate my charming companion, and her meager-looking Jamieson...\n\nCame here on a rainy Wednesday @ 6ish. The crowd was a mix of tourists and business folk. I suspect this place is more happening on the week-end. They might want to try a happy-hour drinks/food menu to draw in a more hip, local crowd during off-times.\n\nDo NOT order the \""popcorn\"" sweetbreads. I was expecting substantial nuggets of hot, crispy-coated offal with a sweet and sour dipping sauce. What I got was luke-warm, flour-dusted bits of sweetbreads, with some droplets of sauce, drowning in too-large cuts of green onion as garnish... I expect to impart an Asian feeling? Mission not accomplished.\n\nThe bartender, after giving great service the whole evening, asked what I had thought of them, and promptly took them off my bill after she received a resounding, \""Meh?\"", even though I had ordered nothing else but tap water.\n\nIn conclusion... Great service, good fancy-business ambiance, probably happening on the weekend, but don't use it as an opportunity to round out your Facebook Food List Challenge.\n\nPS. I really want to give this place 2 1/2 stars, but since there's no option it gets 3 'cause I'm nice :)"
3,"First off: I came in with HUGE expectations! Hubert was my fav on Top Chef Masters and could NOT wait to eat here while in Vegas!\n\nWe decided to go all out and get everything we wanted so we did the Liquid Nitrogen table-side cocktails. I recommend do this is once- it is an experience and fun to have a sorbet-ish cocktail. \n\nWe had a delicious flatbread, snails, ceviche (Mmm ceviche was AMAZING!) and \""shower\"" mac'n'cheese which was sadly disappointing.\n\nWe went for the Fleur Burger with truffles and foie gras. THIS is why I wanted to go here- we couldn't get the $5000 burger so this was just as extravagant...\n\nAND I was disappointed. It was too much and meh at the same time. Sad day.\n\nMoving on the desserts were phenomenal!!!! We tried the brownie pops AND cheesecake- the cheesecake was divine. Drool- so good.\n\nGreat date place- expensive but good. Avoid the burger and get all the delicious small plates and desserts!"
3,"I went here for lunch. It wasn't busy at all. We sat down and we decided to do the lunch special which was on the pricey side. The rib eye was nicely sliced and looked fresh. The broth was on the bland side, but the sauce makes up for it.\n\nThe service was great! Although, it was just us in the restaurant, but still, very attentive. Would I try it again, sure."
3,We came here for happy hour and it was great. Service was quick and and I like the location! No veggie items but that is to be expected at a cajun place.
4,"Just had the \""death wobble\"" fixed on my jeep. All staff was super knowledgeable, extremely courteous and the price for the new part and labor was most reasonable. I will definitely be back with any other vehicles. \n\nOverall, great prompt service, great prices, and awesome staff. Will be back for sure.\n\nThanks ATD!!"
3,"We visited while traveling through the state.   We started off with the Shrimp Napoli which was delicious.  For our meal, I ordered the Veal Scaloppini, which sadly was a bit disappointing.  The sauce and accompaniments were great, but the veal was incredible overcooked.  My husband enjoyed his Meatball and Pepperoni Manicotti, albeit a bit rich for him.  So, basically the food was ok.  \n\nCustomer service was decent, and the staff was fairly pleasant and upbeat.  \n\nIf I were to visit again, I'd stick with the Shrimp Napoli, house salad, and a glass of wine."
0,"Extremely poor. \n\nTiny (& I mean minuscule) portions and served up cold and poorly presented...and clearly aged & frozen produce used to add insult to injury.\n\nThis is the third time I've eaten at Bluerapa over the past year and each time it's been worse than the previous. \n\nAfter this episode I spoke to the manageress and was offered a 50% off next time, but to be honest I was so appalled by this experience that that's us done with this place. \n\nOverpriced and under delivered."
4,Love this place! Next to great restaurants and artistic decor inside! See Rachelle! She's an amazing colorist! They carry great products like O&M and I can always count on Rachelle to give me good tips for keeping my hair healthy!!!
0,"Owner should thank his lucky stars I'm not posting a picture of my completely raw chicken I was served last night. I dont mean a little undercooked, I mean as raw as when they bought it! After the manager agreed to fix my order I got it \""to go\"" (because all my friends were done eating) and this time they made sure they weren't raw by burning them to a crisp and drenching them in so much sauce it was sickening to look at. I threw them away. Manager comped my meal only, and looked more frustrated than sympathetic. I suppose this is an error with the chef,  and not so much the rest of the staff."
1,"I felt this restaurant was very overpriced for what you got.  The restaurant itself is very old and not in a classic way.  Furniture was cheap and tables pushed very close to one another.  The food was just alright, but not worth the price.  I won't be coming back here again which is too bad, because I live right down the street."
3,"I recently ate here for our anniversary and for a night with friends. I have to say, the quality and attention to sushi was top notch! I tried the uni sushi, Salmon sashimi, the sea bass tartar, happy maki and spicy scallop hand roll. Btw the uni was amazing! \n\nIt was amazing, hats off to the chef. \n\nAlthough the service was ok, and the food good, be aware they don't seem to be organised so you may need to wait to eat. I'm not sure if this is on purpose, but it gets awkward if everyone has a dish and one person has been waiting for over an hour for ebi sushi and salmon sushi.\n\nAlso note, get reservations! Or for the best spot, eat at the bar and ask the chef to make you anything he feels like for the best experience!"
0,"My brother, BFF, boyfriend and myself decided to check this bar out last night. It was big and bright with nice colorful decor. We wanted to play pool and to our surprise it was only 75 cents! That's hard to find in decent bars. So my brother and boyfriend sit at the bar while my BFF and I set up the pool table. My brother then walks up to me and says the bartender wants to see our IDs. So I took my BFF and my IDs over to the bar and this pathetic excuse of a bartender (blonde with fake chesticles) keeps walking pass me and kept talking to the other customers and paid no mind to us. Not once, but three times she walks pass. My brother extends both IDs so she can see it. Finally she comes up to us and asks what I would like to drink. I said nothing you wanted to see our IDs right? And she goes, \""Oh yeah.\"" Takes a glimpse, and basically shoves it back. Rude, much? Her attitude was so horrid, my brother and boyfriend left the bar area so they didn't have to deal with her attitude. By the way blondie, if you're working for tips, next time, you should be nice to EVERYONE. Because our group was the richest people at the bar at the time and you didn't get a tip from us. You were totally barking up the wrong tree.\n\nwhy one star? POOR SERVICE FROM BLONDIE!"
4,"Je fais livrer la pizza depuis longtemps, la pate est succulante moilleuse et croustillante en meme temps, il y a une tonne de garniture, le fromage coule! C'est une pizza qui ne se mange pas sur le pousse. En plus, c'est des gros morceaux de vrai bacon...\n\nC'est sure que c'est peut-etre plus cher qu'une pizzeria commerciale, mais tu en as plus et de la qualite en plus. \n\nLes sous-marins aussi sont bons et la poutine est tres surprenante en livraison. Encore la une tonne de fromage et des frites croustillantes!"
3,"Took a couple out of town friends to the new Pamela's location on a Monday morning. Our server was cheerful and friendly, and refilled drinks as if he were reading your mind. Our food came out SUPER fast. I mean like LIGHTNING. Our friends were really impressed, which makes us look good. The new interior is adorable, still retaining the retro kitsch everyone loves. Probably the best experience I've had at any Pamela's so far!\n\nMy only peeve with Pamela's is their bacon. It's not that good. It's too thin and skimpy and tastes like that microwaveable, pre-cooked bacon you get at the grocery store. I wish they would upgrade to some nice thick pepper bacon or something.\n\nSTILL cash only."
0,"Dear VONS, \nThe donations seriously need to stop. One day I will lose my mind and security will have to be called to escort the screaming, insane woman out of the building.... \nEvery month there's a new cause I'm being asked to donate to. And the constant announcements with the little \""Whoo!\"" at the end....ugh, ENOUGH!!!! \nSome people don't do mega overhaul shopping only once or twice a month. I don't need to be asked EVERY TIME I come in to donate money. It definitely adds up.\nEither limit the amount of charities you work with, or introduce a \""do not ask\"" option to customer accounts."
0,"The atmosphere is okay, but the food is average at best for Pittsburgh Thai. Prices are relatively high for what you get and it's not BYOB like many Thai Restaurants in the area. Luckily we have lots of other good Thai to choose from."
2,"Visited Pappadeaux's on a Friday around 8pm and there was no wait so we quickly ordered drinks and began looking at the menus.  We munched on bread while we waited for our dinner.  I ordered the Seafood Platter ($25) while my friend ordered a pasta and seafood dish ($30).  Our waiter was Brian and he was a friendly guy. He appeared to be new as he had to see the menu to know what sides and such we would receive.  The blue lump crab cake was good, but not as good as I remembered. All the food seemed to taste the same.  I also had the spaghetti squash and it was fairly bland. My friend devoured her pasta and seafood dish, but it wasn't much food for the price."
4,"Does New York City know about Owen's?\n\nOwen's is Charlotte's hidden gem. Seriously, it's almost impossible to find. If you're having trouble, go to Polished in South End. It's right across the hall inside the Pavilion.\n\nOnce you're inside, there are a variety of bagels, cream cheeses and sandwich options to choose from and, really, you can't go wrong, although I wish they cooked their eggs to order. If you can't decide, you can always get the \""lottery\"" bagel. It's $6.50 for a bagel sandwich of the staff member's choice with chips and a fountain drink. I've never had a bad one yet!\n\nA few insider tips...\nFirst off, get your bagel steamed instead of toasted. I know, it's crazy, but it's AMAZING.\nSecond, at Owen's a bagel with everything on it isn't called an ET or an everything bagel, but a \""combo\"" bagel.\n\nOne combo, steamed, with butter, please!"
4,It's just like pizza bianco without the wait. This pizza is a 9.9999 and bianco is a 10. This place has a much larger menu and their deserts are to die for. \n\nIf bianco has more then a 30 min wait just drive and or walk here.
2,"I'm sorry, but they just don't serve the 2nd best pizza in Phoenix.  Not even close.  It's a cute little place & the food was a-ok, but nothing special.  I went with my husband and we split the antipasto with mozzarella and a margarita pizza.  It was good...don't get me wrong, but I don't think we'll be back.  I don't have anything too memorable to share about the food.  The beer selection isn't great either.  It's a cute place and I hope they do well because I love local and I love Central Phoenix - but we're going to give it some time until we go back."
0,Dont go here. Its just Bad. Dirty. Not friendly. Bobas are disgusting. \n\nSkip this Place & go to boba nr1. Always nice friendly& explain every Drink. \n&&& much much better
1,"The D\u00eda de los Muertos event at the Desert Botanical Garden (DBG) was fantastic this year; however, the food catered by this company was certainly not \""fabulous.\"" The food was average at best and certainly overpriced for the quality. \n\nThe catered menu for the DBG celebration consisted of a fairly limited menu of chips & salsa, and a choice of either Machaca Tacos (shredded beef) or Fish Tacos. There may have been one salad option, too. \n\nThe chips were fresh and the salsa was delicious, but seemed a little overpriced at $4.50 for a small serving. The Machaca Taco plate came with a side of rice and refried black beans for $13.95. The shredded beef was tender and had good flavor, but the rice was cold and the refried beans were dried out and lacking flavor. Also, the Horchata tasted like sweet milk and was seriously lacking in spice - who forgot the cinnamon?! \n\nBesides the lackluster food, I was also disappointed by the lack of professionalism and attitude of the catering crew. This was a cool event to cater, but they all looked bored. \n\nBased on this experience trying a meal catered by FF and interacting with their staff, I would not hire them in the future."
2,"I've been to Oregano's a half dozen times in the last year and have had some mixed results, hence the 3 stars.\n\n Two weeks ago I took a buddy of mine from out out town. We started off with the Guaca Tony, which is an Italian guacamole, made with basil, roasted garlic and avocado, surrounded with pizza crust 'chips. They give you a heaping mound of Guacamole, but the pizza crust tasted like pure salt, which definitely ruined that appetizer. We shared a pizza which was definitely way too salty as well.\n\nI don't know if the cook accidently knocked over a large shaker of salt in the pizza batter and didn't want to get fired by management for throwing the profits in the garbage. But this was the first time I didn't enjoy my meal at Oregano's.\n\nThe staff is ALWAYS uber friendly and helpful. But a major downer for me is the lack of adequate facilities based on the size of the restaurant which means you need to plan well and be prepared to wait."
1,Their chicken fingers were the worst I have had in years. And they are a bit pricey too.
4,"This place is soooo much fun.  You can take just yourself or bring a huge crowd and you won't be dissatisfied.  The animals are beautiful and they have a great selection of animals from different locations around the world.  The aquarium is beautiful and you can even pet the sting rays!!  This place is very kid friendly.  Open year round with various hours.  Only closed on Thanksgiving, Christmas, and New Year's."
1,"This place is super-overrated; it is not the \""best buffet in Vegas.\"" Sure, the variety is amazing, but the quality is merely average, and none of the food was extraordinarily delectable. I'd rather have just one ethnic food type and have them focus on it being extremely delicious. As the adage goes, quality over quantity. \n\nThis is not a memorable experience. In contrast, I still remember my meal at the Bellagio buffet from a couple years back. \n\nIt does have one redeeming quality, however: the dessert section."
3,"I've been wanting to go here for a while but just never have.  At 67 degrees, everyone was remarking what a fab day it was.  So off to have an early dinner since they close at 530.  It's very serene & also quiet with only 2 tables of customers at 4pm.  The food is pretty good for what you'd expect, bar food @ a golf course.  The menu's simple.  We tried the philly cheese steak with a side of fruit, frits & fries (chix finger w BBQ & ranch sce), and a salmon salad.   They have breakfast, too as well as a full bar."
3,"Love it! Finally a nice place to hang out in the Foothills, only minutes from my home! The coffee and prices are good, and the atmosphere is relaxing. Not too loud, but also not too quiet. We played mancala, which is one of the small collection of games they provide. I only wish that it was open in the evenings! (Their summer hours close at 5pm.)\n\nOverall, I can definitely see myself coming back here to chat with friends or to get some work done!"
1,"Nothing more than a standard restaurant with a few good beers.  \n\nI really wouldn't consider this place a gastro-pub as you might know or expect.   Yes, there are 1 or 2 interesting menu items such as the bone marrow - but one or two interesting selections makes you a gastro-pub wanna-be.  \n\nI guess I just had sub-par service and really should give it another try.  But, with so many good places to choose from in Vegas, it will be hard for me to give it a second chance."
3,"If youre looking for fantastic service and great food then this is the place. I was with a group of 23 celebrating a 21st bday. We had one server with an assistant to help her & they didnt miss a beat! I never went empty on my drink and she checked in on us efficiently.\n\nThe decor was cute, lots of pigs and cows. They had this cute whimsical looking pig on an 18\""x18\"" glass connected to eachother as wall seperators.\n\nWe started with appetizers: Deep Fried Pickles-fried deliciousness; Redneck poppers-pulled bbq pork w/cheddar cheese formed in a ball & deep fried, they were amazing & I didnt want to share! Lobster Rolls-served on mini hot dog style buns, filled with a lobster filling-it was okay but couldnt taste the lobster, you got 2 mini's for $14, Lobster Mac-n-Cheese was incredible & I would order a full size order for myself! The Gold Standard burger was cooked to perfection and you cant go wrong with bacon on it! We passed around a few different milkshakes and they were very good.\n\nMy only suggestion to them was to offer snack size plates of absolutely everything on the menu because I couldnt decide which yumminess to try!! I will definitely go back on my next visit to Vegas!"
1,Pool service is terrible. Took 30 plus minutes for drink orders. We also went to Centro Lounge for dinner and service was ALSO slow! Good lord
4,"After having HORRIBLE experiences with several haircolorist in Scottsdale - and having to return to LA, CA to have it corrected several times - I got lucky and found Ray Issa at the Joya Spa at the Montelucia Resort.  He nailed my hair color and didn't charge me an arm and a leg!  He is also super sweet!  So excited to have found him!"
4,This place has great sushi for a good price. Great selection of wine. Best crab rangoons anywhere! I recommend the hory fook roll.
4,"I love Consol.  It is hands down the best place in Pittsburgh to see a sporting event.  There is literally not a bad seat in this place.  I have been here for concerts, football games, and hockey games, and I have never had my vision hindered by anything.  \n\nAlso, they have some great food at this place.  Burgatory has recently just opened up a burger stand inside, and that alone makes me want to come see a Penguin game just so I can enjoy a burger.  The only down side is that the food here is pretty pricey, but what do you expect.  All the food is fantastic thought.  Honestly, it amazes me to say this but the BBQ Chicken Nachos (though nine dollars) are the best dang nachos I have ever had.\n\nSeriously though, I would go to Consol just to hang out.  There would not even need to be an event going on for me to find myself having a good time and eating good food.  With that being said, if you have not been here to see a show or a sporting event, you should probably get off Yelp and go buy some tickets for something right now.  You will not be disappointed,"
4,"Our meal here was one of the best of my life.  Hubby and I chose Jasmine because of it's location facing the water of the Bellagio fountains.  It didn't dissapoint.\n We got a great table in front of the windows to watch the water show up close while the music played quietly overhead.  It was romantic!\nWe ordered lots of food.  The best being the chillian sea bass which was the best fish I've ever had!!!  I mean, it was amazing, you have to taste it. Also, we got dumplings, fried rice, and pepper beef.  All were great.\nThe service was as good as any prime steak house you can go to. Attentive and friendly.  The food was warm and flavorful, and the only thing I wish is that Jasmine was closer to home so I could eat here more often."
2,"Wow - I am super sleepy! That is a frequent occurrence when I eat at a Filly B's. It must be the magical combination of tortilla, meat and grease or perhaps a secret ingredient that makes me feel this way - but within 20 minutes I am ready for a nap. It is a struggle when I go for lunch, but just write the day off if I get a breakfast burrito in the morning!\n\nThis location is new, replacing Moe's a few months ago. The store is clean and the staff friendly. The food arrives quickly. I think it is a good portion for the price. I get a number 2 (taco & burrito combo) and I have never been able to finish it. The chips and salsa are free (I go with the tomatillo) and drink refills are free.  The rating would be a little higher perhaps, if not for the 60 cent surcharge for using your debit card.\n\nIf you are having trouble sleeping, come get a burrito here - it isn't just me. I have taken live sample surveys of people I know and they all are sleepy after eating Filbertos. Sweet dreams!"
0,"Just the worst for travel. Shuttle waiting more than hr at the airport until the whole shuttle was full (I had been told they left ever 15 min), then shuttle was more than 20 min late picking back up for return trip. Customer service was unhelpful and rude. So much extra stress on travel day; it's way overpriced for level of service. Stay away."
2,"It was my first time going...Food trucks were the highlight for me.  Any and everyone is welcome and it clearly showed.  Felt a lot like Venice Beach with art and eclectic mixed in downtown LV.  One character who looked like he couldn't weigh 100 lbs wet walking around in camouflage pants with a skeleton body suit underneath who walks around and starts pop locking in the street...LOL.  We'll check it out again because we saw some cool stuff.  It was great to see such a huge, peaceful gathering.  Be prepared for mental stimulation."
4,Chicken and waffles were excellent. Perfect on a cold night.
0,"I ordered a spinach, goat cheese and sundried tomatoe omelet. It was horrible! The cheese was not inside, but on top - cold and unmelted. The omelet was actually more of a fritatta as it was brown all over from being overcooked. I mentioned this to the employee who brought the dish to my table, but my complaint went ignored. Even after eating only one bite of the omelet - it was cold on top of everything else - no one seemed to care. After spending $13 for an omelet and glass of milk, you'd think they'd jump through hoops to make people happy given their prices. Never again. This was my second visit and I was unhappy after my first. Hoping the first visit was a fluke, I gave this restaurant a second chance. Big mistake on my part.\n\nThe employees were very friendly when I ordered, but this isn't enough to make up for the lack of concern  or care over my displeasure. The food is not good and the prices are way too high for what you get."
1,Visited St Joseph's this Christmas Eve and I was pretty disappointed. I think I had built it up to be something pretty amazing in my mind and when I finally went I was pretty disappointed with the Christmas Eve mass. The actual church was gorgeous of course but I expected more from the mass.
1,***As an update the Manager has contacted me and apologized for not following through on the night of the incident it sounds as if there was a little miscommunication with some of the staff. He has offered to take care of us if we come back. We will be going back to see if they make things right.***
1,We had dinner there today. Very poor service. They didn't answer when we pushed the order button. The drive through was out of order. I went into the kitchen to make an order. We probably won't be back. So sad cause we like Sonic.
4,"Fantastic, fresh food at reasonable prices in a casual setting.  Creative menu and food ~ loved the prime rib and fresh veggies. Creme br\u00fbl\u00e9e was outstanding as was chocolate mousse.  Wonderful chef and incredibly personable staff with outstanding customer service.  Truly a fun little place!!"
4,"I went to Jim in July while I was training for a KungFu competition. I was so tight from 2 months of constant training. After having Jim work on me, I felt so much looser and able to move freely. Jim is great! I can't speak more highly of any massage professional. I feel comfortable and I walk away feeling so much better and stronger. He is really a fantastic massage therapist."
4,"I waited this long to see this show because I thought it wound be something like Mama Mia-a story built around great songs where the plot and the characters are under-developed but you still  think you had a great time because you were familiar to the melodies.  \n\nJersey Boys was NOT like this at all.  It had a great plot (being that it was the story of the Franki Valli and the Four Seasons), and awesome character development, and of course the songs!   I saw it on a Saturday, 6:30PM show, and thought the guy who played Franki Valli was awesome.  \n\nI do have a couple of comments about seeing a musical in Vegas.  This is my first \""Vegas\"" musical and what I did enjoy was I could bring my drink into the theater- awesome.  But what I did notice was that the ushers let late arriver in any time throughout the show.  All the plays and musicals I've been too, they usually wait after a song or scene and escort everyone at the same time. Totally bugger.  Also the cost was a little higher than I what I'm used to paying.  There was a Vegas Resident discount of $50 off Orchestra seating, but it still came out to $125/seat.  Anyway, I still enjoyed the show and would highly recommend it to anyone."
3,"Parking sucks in this area but there are so many great food options at this corner now it is hard to pass up.  They have free valet now which helps tremendously on this side of the corner.  I love NYPD pizza and now they have a great gluten free pizza option that is the best I have ever had.  I am not 100\"" gluten free but stay away as much as possible and now I can have pizza more often since they have a great gluten free one.  They have great wings here too and if you like white pizza it is also one of my favorites.  I am usually a pepperoni jalapeno kind of dude and you cant go wrong with that either.  This location is nice new clean and very casual like the rest of NYPD locations.  They have a small casual bar, and you can order in line or sit down and get service."
4,"This morning there was a line out the front door and there's a reason for that: everything is really good. There are a few tables but mainly the shop is set up for buying pastries, quiche, bread and sandwiches to take away. \n\nThey have a building permit in the window, which is good because it means they are expanding, and I overheard someone behind the counter say that they are maybe opening on Sundays. The neighborhood, right on the line between central and upper Lawrenceville, is fast becoming the most vibrant area of Pittsburgh so it's easy to see why this place is thriving."
3,"I originally wanted to do brunch at Bouchon but they are closed on Mondays for brunch. BOO! \nWe ended up wondering around for a while and ended up here. (Lots of the nicer restaurants are not open at 11am on Mondays.) \n\nSitting \""outside\"" in the Canal area at the Venetian is beautiful, the people watching and the performers are fun too.  \n\nTo start off they gave us this bread but it was burnt?? The waiter tells us that \""the crust is suppose to be that way.\"" hmmm?? okay? I didn't get it, it tasted like burnt bread to me. \n\nWe ordered an Insalate- grilled radicchio with smoked mozzarella. This was good the cheese was baked on top with the crispy radicchio at the bottom. Yummy!\n\nAs the main entrees we had the Gemelli - house sausage and broccoli rabe. I love the gemelli noodles they were cooked perfectly, texture was just right and they had a unique shape. The other dish was the Bavette Cacio e Pepe- black pepper and percorino. A very simple dish however, full a flavor you can really taste the noodles but it was a salty. \n\nThe portions seem small when you look at them compared to how much pasta you get at other restaurants but, I was stuffed by the end of lunch. And you should be with a $50 lunch tab. \n\nI wonder how B&B would be??? (A lot more expensive, I know that much) :P"
1,"Nothing spectacular on the menu, the gas station location is a royal pain (parking especially), and they lack some basic Mexican food items on the menu.  About the only good thing I can say is that the daily specials are often a screaming deal, such as a bean burrito for $1 (no cheese though, and they wouldn't let me add cheese, even at a nominal cost)."
2,"The service was great here and it was decent French-esque food. The inside is dark and candlelit. Try to get a patio seat if possible. We weren't able to. \n\nFirst, the good: omg the baked goat cheese. OMG THE GOAT CHEESE. The cheese was warm, soft, and served swimming in tomato sauce. It was served with warm garlic bread, and my biggest joy in life is garlic bread dripping with cheese and delicious sauce. It was a little bit of nirvana for dinner. Unfortunately, it maybe set the bar a little high for the rest of the meal, because it didn't live up to the first course. \n\nWe also had the warm brie. I love a cheese plate served with hazelnuts, so that was the high point. Unfortunately, the croutons were dry and hard. I ended up skipping the croutons it came with and eating regular bread with it, and enjoyed that more. \n\nI had the half portion of mussels and the frites. I didn't love the frites because they were hard and overly crunchy with no real potato in them. I dug around in the basket to see if there were better ones, but nope. All overcooked and shriveled. Even dipped in the broth from my mussels, they were a difficult, flavorless side, and I didn't eat many of them. The mussels themselves were pretty good, and it was served in a basic, lemony wine sauce. \n\nMon Ami Gabi bills itself as a steakhouse, and several people in our party did get steaks and they enjoyed them. I didn't try it, so I can't speak to those, but maybe they're more proficient at their main attraction. \n\nWe were celebrating a couple of birthdays, so they served Profiteroles with sparkler candles. They were festive, but not incredibly delicious. Then again, I always have high expectations for French pastry, and maybe that's not fair for a place sitting literally in the shadow of a replica Eiffel Tower on the Vegas strip. However, it was pricey enough to expect better food than we got. \n\nMy advice? Come and gorge on cheese, bread, and wine. Do as the French do and your meal will be more satisfying."
2,We had this a while ago. The pizza was average. It tasted better than costco but this is far from gourmet. This does not stack up with other 4 star ratings I've tasted in the past. \n\nThe price is most definitely more than a single dollar sign. It should be changed to $$.
